ship_mode,segment,country,city,state,postal_code,region,category,sub-category,sales,quantity,discount,profit,profit_margin
Second Class,Corporate,United States,Columbia,South Carolina,29203,south,office supplies,Paper,85.96,7,0.0,40.4012,0.47
Second Class,Corporate,United States,Columbia,South Carolina,29203,south,office supplies,Art,13.12,4,0.0,4.3296,0.33
Second Class,Corporate,United States,Columbia,South Carolina,29203,south,office supplies,Binders,45.66,3,0.0,22.3734,0.49
Standard Class,Consumer,United States,Kent,Washington,98031,west,office supplies,Envelopes,158.13,3,0.0,77.4837,0.49
Standard Class,Consumer,United States,Kent,Washington,98031,west,technology,Phones,43.6,5,0.2,4.36,0.1
Standard Class,Consumer,United States,Round Rock,Texas,78664,central,office supplies,Supplies,3930.072,3,0.2,-786.0144,-0.2
Standard Class,Consumer,United States,Round Rock,Texas,78664,central,office supplies,Fasteners,2.304,1,0.2,0.7776,0.34
Standard Class,Consumer,United States,Round Rock,Texas,78664,central,technology,Phones,431.976,3,0.2,32.3982,0.08
Standard Class,Consumer,United States,Round Rock,Texas,78664,central,technology,Accessories,41.72,7,0.2,5.7365,0.14
Standard Class,Consumer,United States,Oakland,California,94601,west,furniture,Furnishings,104.23,7,0.0,28.1421,0.27
Standard Class,Consumer,United States,Oakland,California,94601,west,office supplies,Storage,70.26,3,0.0,18.9702,0.27
Standard Class,Consumer,United States,Auburn,New York,13021,east,office supplies,Art,9.26,2,0.0,3.0558,0.33
Standard Class,Consumer,United States,Auburn,New York,13021,east,office supplies,Storage,105.98,2,0.0,4.2392,0.04
Standard Class,Consumer,United States,Auburn,New York,13021,east,office supplies,Fasteners,1.24,1,0.0,0.5828,0.47
Standard Class,Consumer,United States,Auburn,New York,13021,east,office supplies,Labels,20.7,2,0.0,9.936,0.48
Standard Class,Consumer,United States,Auburn,New York,13021,east,office supplies,Paper,28.9,5,0.0,14.161,0.49
Standard Class,Consumer,United States,Auburn,New York,13021,east,office supplies,Envelopes,27.18,1,0.0,12.7746,0.47
Standard Class,Corporate,United States,Newark,Delaware,19711,east,office supplies,Storage,465.18,3,0.0,120.9468,0.26
Second Class,Consumer,United States,New York City,New York,10024,east,office supplies,Storage,36.63,3,0.0,9.8901,0.27
Same Day,Consumer,United States,Redlands,California,92374,west,office supplies,Storage,51.45,3,0.0,13.8915,0.27
Same Day,Consumer,United States,Redlands,California,92374,west,office supplies,Labels,7.83,3,0.0,3.6018,0.46
Same Day,Consumer,United States,Redlands,California,92374,west,office supplies,Art,35.4,5,0.0,13.452,0.38
Same Day,Consumer,United States,Redlands,California,92374,west,office supplies,Paper,29.9,5,0.0,13.455,0.45
Standard Class,Consumer,United States,Roseville,Michigan,48066,central,office supplies,Envelopes,17.48,2,0.0,8.2156,0.47
Second Class,Corporate,United States,Los Angeles,California,90049,west,office supplies,Paper,79.14,3,0.0,36.4044,0.46
Standard Class,Corporate,United States,New York City,New York,10011,east,office supplies,Art,8.4,5,0.0,4.2,0.5
Same Day,Consumer,United States,Detroit,Michigan,48205,central,furniture,Chairs,498.26,7,0.0,134.5302,0.27
Standard Class,Home Office,United States,Detroit,Michigan,48234,central,furniture,Bookcases,212.94,3,0.0,57.4938,0.27
Second Class,Home Office,United States,Springfield,Missouri,65807,central,office supplies,Appliances,706.86,7,0.0,197.9208,0.28
Second Class,Home Office,United States,Springfield,Missouri,65807,central,technology,Phones,114.95,5,0.0,2.299,0.02
Second Class,Home Office,United States,Springfield,Missouri,65807,central,office supplies,Binders,43.19,7,0.0,20.7312,0.48
Second Class,Consumer,United States,Los Angeles,California,90036,west,office supplies,Paper,166.44,3,0.0,79.8912,0.48
Standard Class,Consumer,United States,New York City,New York,10011,east,office supplies,Binders,36.56,5,0.2,12.796,0.35
Standard Class,Consumer,United States,New York City,New York,10011,east,office supplies,Binders,186.144,6,0.2,60.4968,0.32
Standard Class,Consumer,United States,New York City,New York,10011,east,furniture,Bookcases,353.568,2,0.2,-44.196,-0.12
Standard Class,Home Office,United States,San Francisco,California,94109,west,office supplies,Paper,81.98,2,0.0,40.1702,0.49
Second Class,Consumer,United States,Fresno,California,93727,west,office supplies,Binders,14.624,2,0.2,5.1184,0.35
Second Class,Consumer,United States,Fresno,California,93727,west,furniture,Tables,697.16,5,0.2,8.7145,0.01
Second Class,Consumer,United States,Fresno,California,93727,west,furniture,Furnishings,30.93,1,0.0,12.6813,0.41
Second Class,Consumer,United States,Fresno,California,93727,west,office supplies,Binders,27.496,7,0.2,9.2799,0.34
Standard Class,Corporate,United States,Texarkana,Arkansas,71854,south,furniture,Chairs,605.34,6,0.0,145.2816,0.24
First Class,Consumer,United States,San Francisco,California,94110,west,furniture,Tables,210.008,1,0.2,2.6251,0.01
First Class,Corporate,United States,Indianapolis,Indiana,46203,central,office supplies,Appliances,54.96,3,0.0,15.9384,0.29
Standard Class,Consumer,United States,Columbia,Maryland,21044,east,furniture,Furnishings,164.22,3,0.0,50.9082,0.31
Standard Class,Consumer,United States,Columbia,Maryland,21044,east,furniture,Bookcases,362.94,3,0.0,36.294,0.1
Standard Class,Consumer,United States,Columbia,Maryland,21044,east,technology,Accessories,59.98,2,0.0,26.3912,0.44
Standard Class,Consumer,United States,San Jose,California,95123,west,office supplies,Storage,332.94,3,0.0,6.6588,0.02
Standard Class,Consumer,United States,San Jose,California,95123,west,office supplies,Binders,39.872,2,0.2,12.9584,0.32
Second Class,Corporate,United States,Seattle,Washington,98115,west,office supplies,Supplies,13.68,2,0.0,3.6936,0.27
Standard Class,Corporate,United States,Carrollton,Texas,75007,central,office supplies,Binders,3.318,3,0.8,-5.6406,-1.7
First Class,Home Office,United States,Arlington,Virginia,22204,south,office supplies,Binders,10.44,1,0.0,4.8024,0.46
Second Class,Corporate,United States,Los Angeles,California,90032,west,furniture,Tables,136.464,2,0.2,15.3522,0.11
Second Class,Corporate,United States,Los Angeles,California,90032,west,technology,Phones,333.576,3,0.2,33.3576,0.1
Second Class,Corporate,United States,Los Angeles,California,90032,west,office supplies,Binders,12.544,2,0.2,4.704,0.37
Standard Class,Consumer,United States,Frankfort,Illinois,60423,central,office supplies,Appliances,20.768,8,0.8,-52.9584,-2.55
Second Class,Consumer,United States,Seattle,Washington,98105,west,technology,Accessories,43.5,3,0.0,10.875,0.25
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,east,office supplies,Fasteners,12.576,4,0.2,4.0872,0.32
Standard Class,Consumer,United States,Columbus,Georgia,31907,south,technology,Accessories,249.95,5,0.0,19.996,0.08
Standard Class,Consumer,United States,Columbus,Georgia,31907,south,office supplies,Paper,49.12,4,0.0,23.0864,0.47
First Class,Consumer,United States,Virginia Beach,Virginia,23464,south,office supplies,Appliances,182.91,3,0.0,53.0439,0.29
Second Class,Home Office,United States,Des Moines,Washington,98198,west,office supplies,Binders,107.648,2,0.2,33.64,0.31
Second Class,Corporate,United States,Bethlehem,Pennsylvania,18018,east,furniture,Chairs,99.372,2,0.3,-7.098,-0.07
Second Class,Corporate,United States,Bethlehem,Pennsylvania,18018,east,furniture,Furnishings,33.568,2,0.2,-5.4548,-0.16
Standard Class,Consumer,United States,Oklahoma City,Oklahoma,73120,central,office supplies,Paper,10.56,2,0.0,4.752,0.45
Standard Class,Consumer,United States,Rancho Cucamonga,California,91730,west,office supplies,Paper,38.88,6,0.0,18.6624,0.48
First Class,Consumer,United States,Los Angeles,California,90032,west,office supplies,Paper,35.2,5,0.0,16.544,0.47
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,east,office supplies,Paper,45.528,3,0.2,15.9348,0.35
First Class,Home Office,United States,Houston,Texas,77036,central,technology,Phones,196.776,3,0.2,14.7582,0.08
First Class,Home Office,United States,Houston,Texas,77036,central,office supplies,Binders,2.92,2,0.8,-4.818,-1.65
First Class,Home Office,United States,Houston,Texas,77036,central,furniture,Tables,200.795,1,0.3,-22.948,-0.11
First Class,Home Office,United States,Houston,Texas,77036,central,technology,Accessories,46.688,4,0.2,-2.918,-0.06
First Class,Home Office,United States,Houston,Texas,77036,central,office supplies,Art,21.864,3,0.2,3.5529,0.16
First Class,Corporate,United States,Seattle,Washington,98103,west,office supplies,Paper,11.76,2,0.0,5.7624,0.49
First Class,Corporate,United States,Seattle,Washington,98103,west,office supplies,Paper,167.94,3,0.0,82.2906,0.49
First Class,Corporate,United States,Seattle,Washington,98103,west,office supplies,Appliances,3.89,1,0.0,1.0114,0.26
Standard Class,Home Office,United States,Yonkers,New York,10701,east,technology,Machines,52.44,4,0.0,24.1224,0.46
Same Day,Consumer,United States,San Francisco,California,94110,west,furniture,Furnishings,32.36,4,0.0,11.6496,0.36
Same Day,Consumer,United States,San Francisco,California,94110,west,office supplies,Appliances,406.6,5,0.0,113.848,0.28
Same Day,Corporate,United States,Los Angeles,California,90008,west,furniture,Furnishings,27.92,4,0.0,8.0968,0.29
Same Day,Corporate,United States,Los Angeles,California,90008,west,furniture,Tables,399.672,7,0.2,-14.9877,-0.04
First Class,Home Office,United States,Miami,Florida,33142,south,office supplies,Binders,3.744,4,0.7,-2.6208,-0.7
Second Class,Consumer,United States,Burlington,Vermont,5408,east,furniture,Chairs,715.2,3,0.0,178.8,0.25
Standard Class,Corporate,United States,Fayetteville,Arkansas,72701,south,technology,Accessories,159.8,4,0.0,70.312,0.44
Standard Class,Corporate,United States,Fayetteville,Arkansas,72701,south,technology,Accessories,44.75,5,0.0,8.5025,0.19
Standard Class,Home Office,United States,Odessa,Texas,79762,central,furniture,Chairs,340.116,6,0.3,-9.7176,-0.03
Standard Class,Consumer,United States,Virginia Beach,Virginia,23464,south,office supplies,Paper,105.52,4,0.0,48.5392,0.46
Standard Class,Consumer,United States,Milwaukee,Wisconsin,53209,central,technology,Accessories,13.48,1,0.0,1.8872,0.14
Standard Class,Consumer,United States,Detroit,Michigan,48234,central,office supplies,Storage,85.52,2,0.0,22.2352,0.26
Standard Class,Corporate,United States,Rochester,Minnesota,55901,central,furniture,Furnishings,6.16,2,0.0,2.9568,0.48
Standard Class,Corporate,United States,Rochester,Minnesota,55901,central,office supplies,Paper,36.84,3,0.0,17.3148,0.47
Standard Class,Corporate,United States,Seattle,Washington,98105,west,office supplies,Storage,15.84,3,0.0,0.0,0.0
Standard Class,Corporate,United States,Seattle,Washington,98105,west,office supplies,Labels,44.4,3,0.0,22.2,0.5
First Class,Consumer,United States,Louisville,Colorado,80027,west,office supplies,Envelopes,21.24,9,0.2,7.434,0.35
First Class,Consumer,United States,Louisville,Colorado,80027,west,office supplies,Binders,9.552,8,0.7,-7.3232,-0.77
First Class,Consumer,United States,Louisville,Colorado,80027,west,furniture,Bookcases,89.991,3,0.7,-152.9847,-1.7
Standard Class,Home Office,United States,San Francisco,California,94122,west,office supplies,Paper,163.96,4,0.0,80.3404,0.49
Standard Class,Consumer,United States,Houston,Texas,77036,central,office supplies,Paper,17.904,2,0.2,6.2664,0.35
Standard Class,Consumer,United States,Houston,Texas,77036,central,furniture,Chairs,966.7,5,0.3,-13.81,-0.01
Standard Class,Consumer,United States,Houston,Texas,77036,central,office supplies,Paper,182.112,6,0.2,61.4628,0.34
First Class,Consumer,United States,Miami,Florida,33180,south,office supplies,Storage,4.464,1,0.2,0.3348,0.07
Standard Class,Consumer,United States,Medina,Ohio,44256,east,furniture,Tables,51.588,1,0.4,-15.4764,-0.3
Standard Class,Corporate,United States,Roseville,Minnesota,55113,central,office supplies,Labels,50.4,8,0.0,23.184,0.46
Standard Class,Consumer,United States,Houston,Texas,77041,central,office supplies,Paper,89.568,2,0.2,32.4684,0.36
Standard Class,Consumer,United States,Yonkers,New York,10701,east,furniture,Furnishings,14.89,1,0.0,4.0203,0.27
Standard Class,Consumer,United States,Yonkers,New York,10701,east,technology,Phones,543.92,8,0.0,135.98,0.25
First Class,Corporate,United States,San Diego,California,92037,west,office supplies,Envelopes,4.08,2,0.0,1.9176,0.47
First Class,Corporate,United States,San Diego,California,92037,west,office supplies,Labels,18.9,3,0.0,8.694,0.46
Standard Class,Corporate,United States,Springfield,Virginia,22153,south,furniture,Tables,2275.5,10,0.0,386.835,0.17
Standard Class,Corporate,United States,Springfield,Virginia,22153,south,technology,Accessories,1979.7,6,0.0,653.301,0.33
Standard Class,Corporate,United States,Springfield,Virginia,22153,south,office supplies,Labels,62.1,6,0.0,29.808,0.48
Standard Class,Consumer,United States,Decatur,Illinois,62521,central,furniture,Chairs,37.296,2,0.3,-1.0656,-0.03
First Class,Home Office,United States,Garland,Texas,75043,central,furniture,Furnishings,8.544,2,0.6,-7.476,-0.88
Standard Class,Corporate,United States,Oceanside,New York,11572,east,furniture,Furnishings,68.95,5,0.0,28.959,0.42
Standard Class,Corporate,United States,Oceanside,New York,11572,east,office supplies,Storage,296.37,3,0.0,80.0199,0.27
Standard Class,Corporate,United States,Oceanside,New York,11572,east,technology,Phones,39.98,2,0.0,1.999,0.05
First Class,Consumer,United States,Houston,Texas,77095,central,furniture,Chairs,191.058,3,0.3,-46.3998,-0.24
First Class,Consumer,United States,Houston,Texas,77095,central,office supplies,Art,13.04,5,0.2,3.912,0.3
First Class,Consumer,United States,Houston,Texas,77095,central,office supplies,Binders,1525.188,6,0.8,-2287.782,-1.5
Standard Class,Home Office,United States,Greenville,North Carolina,27834,south,office supplies,Labels,9.216,4,0.2,3.3408,0.36
Standard Class,Home Office,United States,Greenville,North Carolina,27834,south,office supplies,Supplies,28.048,2,0.2,3.506,0.12
Standard Class,Corporate,United States,San Francisco,California,94110,west,furniture,Furnishings,64.96,2,0.0,21.4368,0.33
Standard Class,Corporate,United States,San Francisco,California,94110,west,office supplies,Envelopes,30.56,4,0.0,14.9744,0.49
Standard Class,Consumer,United States,Greensboro,North Carolina,27405,south,furniture,Chairs,187.056,9,0.2,11.691,0.06
First Class,Home Office,United States,Knoxville,Tennessee,37918,south,furniture,Furnishings,11.808,2,0.2,1.3284,0.11
First Class,Home Office,United States,Knoxville,Tennessee,37918,south,furniture,Furnishings,9.656,1,0.2,1.5691,0.16
First Class,Home Office,United States,Knoxville,Tennessee,37918,south,office supplies,Paper,20.736,4,0.2,7.2576,0.35
First Class,Home Office,United States,Knoxville,Tennessee,37918,south,office supplies,Binders,27.36,3,0.7,-21.888,-0.8
First Class,Home Office,United States,Knoxville,Tennessee,37918,south,furniture,Tables,2314.116,7,0.4,-1002.7836,-0.43
First Class,Home Office,United States,Knoxville,Tennessee,37918,south,office supplies,Binders,34.236,4,0.7,-26.2476,-0.77
First Class,Home Office,United States,Knoxville,Tennessee,37918,south,furniture,Furnishings,19.76,2,0.2,5.928,0.3
Second Class,Consumer,United States,Grand Island,Nebraska,68801,central,office supplies,Paper,15.96,2,0.0,7.98,0.5
Standard Class,Consumer,United States,Lakewood,California,90712,west,office supplies,Art,16.9,5,0.0,6.253,0.37
Standard Class,Consumer,United States,Lakewood,California,90712,west,furniture,Furnishings,25.08,6,0.0,9.0288,0.36
Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,east,office supplies,Art,6.68,2,0.0,2.004,0.3
Second Class,Consumer,United States,Los Angeles,California,90049,west,office supplies,Paper,19.44,3,0.0,9.3312,0.48
Standard Class,Consumer,United States,Houston,Texas,77036,central,technology,Phones,31.92,2,0.2,2.394,0.08
Second Class,Consumer,United States,New York City,New York,10035,east,office supplies,Binders,33.568,2,0.2,11.7488,0.35
Standard Class,Consumer,United States,New York City,New York,10011,east,furniture,Furnishings,63.94,1,0.0,24.9366,0.39
Standard Class,Consumer,United States,New York City,New York,10011,east,office supplies,Binders,60.6,5,0.2,20.4525,0.34
Standard Class,Consumer,United States,New York City,New York,10011,east,office supplies,Supplies,22.72,4,0.0,6.5888,0.29
Standard Class,Consumer,United States,Newark,Delaware,19711,east,furniture,Furnishings,10.68,4,0.0,4.0584,0.38
Standard Class,Consumer,United States,Newark,Delaware,19711,east,office supplies,Paper,17.34,3,0.0,8.4966,0.49
Standard Class,Consumer,United States,Newark,Delaware,19711,east,office supplies,Paper,3.38,1,0.0,1.5548,0.46
Standard Class,Corporate,United States,Seattle,Washington,98105,west,office supplies,Binders,26.976,4,0.2,8.7672,0.33
Standard Class,Corporate,United States,Scottsdale,Arizona,85254,west,office supplies,Paper,307.776,7,0.2,111.5688,0.36
Second Class,Consumer,United States,Oceanside,New York,11572,east,office supplies,Storage,244.55,5,0.0,4.891,0.02
Second Class,Consumer,United States,Oceanside,New York,11572,east,office supplies,Envelopes,12.24,6,0.0,5.7528,0.47
Second Class,Consumer,United States,Oceanside,New York,11572,east,technology,Accessories,13.98,2,0.0,6.0114,0.43
Second Class,Consumer,United States,Oceanside,New York,11572,east,technology,Accessories,899.95,5,0.0,53.997,0.06
Standard Class,Corporate,United States,Dallas,Texas,75220,central,office supplies,Envelopes,1.632,1,0.2,0.5508,0.34
Standard Class,Corporate,United States,Dallas,Texas,75220,central,technology,Phones,267.96,5,0.2,16.7475,0.06
Second Class,Consumer,United States,Rochester,New York,14609,east,technology,Accessories,31.95,1,0.0,2.2365,0.07
Second Class,Consumer,United States,Los Angeles,California,90045,west,office supplies,Storage,725.84,4,0.0,210.4936,0.29
Second Class,Consumer,United States,Los Angeles,California,90045,west,office supplies,Binders,10.896,3,0.2,3.9498,0.36
Second Class,Consumer,United States,Los Angeles,California,90045,west,office supplies,Binders,8.544,2,0.2,2.8836,0.34
Standard Class,Corporate,United States,Woodbury,Minnesota,55125,central,office supplies,Binders,32.34,3,0.0,15.5232,0.48
Standard Class,Corporate,United States,Woodbury,Minnesota,55125,central,office supplies,Paper,39.9,5,0.0,19.95,0.5
Standard Class,Consumer,United States,Park Ridge,Illinois,60068,central,office supplies,Paper,143.856,9,0.2,48.5514,0.34
Standard Class,Corporate,United States,Dallas,Texas,75217,central,office supplies,Paper,41.92,4,0.2,15.196,0.36
Standard Class,Corporate,United States,Dallas,Texas,75217,central,technology,Phones,329.584,2,0.2,37.0782,0.11
First Class,Corporate,United States,Monroe,Louisiana,71203,south,office supplies,Binders,87.28,8,0.0,41.0216,0.47
Standard Class,Corporate,United States,Los Angeles,California,90004,west,furniture,Chairs,279.456,6,0.2,20.9592,0.08
Standard Class,Corporate,United States,Los Angeles,California,90004,west,office supplies,Paper,8.0,2,0.0,3.84,0.48
Standard Class,Consumer,United States,San Francisco,California,94109,west,office supplies,Binders,27.24,5,0.2,9.534,0.35
Standard Class,Consumer,United States,San Francisco,California,94122,west,technology,Accessories,16.36,1,0.0,1.636,0.1
Standard Class,Consumer,United States,San Francisco,California,94122,west,office supplies,Storage,15.78,2,0.0,0.6312,0.04
Standard Class,Consumer,United States,San Francisco,California,94122,west,office supplies,Art,45.98,2,0.0,12.8744,0.28
Standard Class,Corporate,United States,Fayetteville,North Carolina,28314,south,furniture,Bookcases,198.272,8,0.2,-32.2192,-0.16
First Class,Corporate,United States,Dallas,Texas,75217,central,office supplies,Storage,720.76,5,0.2,54.057,0.08
Standard Class,Consumer,United States,Wichita,Kansas,67212,central,furniture,Furnishings,70.56,6,0.0,23.9904,0.34
Standard Class,Consumer,United States,Wichita,Kansas,67212,central,office supplies,Appliances,81.96,2,0.0,22.9488,0.28
Second Class,Corporate,United States,Springfield,Oregon,97477,west,office supplies,Appliances,64.864,4,0.2,6.4864,0.1
Standard Class,Consumer,United States,Houston,Texas,77041,central,technology,Phones,151.192,1,0.2,13.2293,0.09
Standard Class,Consumer,United States,Seattle,Washington,98103,west,technology,Phones,88.776,3,0.2,7.7679,0.09
Standard Class,Consumer,United States,Seattle,Washington,98103,west,office supplies,Labels,11.56,4,0.0,5.4332,0.47
Standard Class,Consumer,United States,Seattle,Washington,98103,west,office supplies,Storage,15.58,1,0.0,3.895,0.25
First Class,Corporate,United States,Akron,Ohio,44312,east,office supplies,Paper,85.056,3,0.2,28.7064,0.34
Standard Class,Corporate,United States,Oak Park,Michigan,48237,central,furniture,Furnishings,273.96,2,0.0,71.2296,0.26
Standard Class,Corporate,United States,Oak Park,Michigan,48237,central,furniture,Furnishings,306.9,3,0.0,79.794,0.26
Standard Class,Corporate,United States,Houston,Texas,77041,central,office supplies,Paper,15.552,3,0.2,5.4432,0.35
Standard Class,Corporate,United States,Houston,Texas,77041,central,furniture,Tables,347.361,7,0.3,-69.4722,-0.2
Standard Class,Corporate,United States,Houston,Texas,77041,central,office supplies,Paper,10.368,2,0.2,3.6288,0.35
Standard Class,Corporate,United States,Seattle,Washington,98103,west,technology,Accessories,98.16,6,0.0,9.816,0.1
Standard Class,Corporate,United States,Seattle,Washington,98103,west,office supplies,Art,31.44,3,0.0,7.86,0.25
First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,east,office supplies,Envelopes,348.488,7,0.2,117.6147,0.34
First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,east,office supplies,Storage,172.736,4,0.2,-30.2288,-0.18
Standard Class,Consumer,United States,Los Angeles,California,90045,west,office supplies,Paper,15.54,3,0.0,7.6146,0.49
Standard Class,Consumer,United States,Los Angeles,California,90045,west,technology,Machines,105.552,6,0.2,35.6238,0.34
Second Class,Corporate,United States,Houston,Texas,77070,central,office supplies,Paper,25.92,5,0.2,9.072,0.35
Second Class,Corporate,United States,Houston,Texas,77070,central,office supplies,Fasteners,15.808,8,0.2,5.3352,0.34
Second Class,Corporate,United States,Houston,Texas,77070,central,office supplies,Paper,10.368,2,0.2,3.7584,0.36
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,east,technology,Phones,358.2,3,0.4,41.79,0.12
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,east,technology,Phones,545.916,14,0.4,72.7888,0.13
Standard Class,Consumer,United States,Rogers,Arkansas,72756,south,office supplies,Binders,40.41,9,0.0,18.5886,0.46
Second Class,Corporate,United States,Los Angeles,California,90045,west,technology,Phones,167.976,3,0.2,10.4985,0.06
Second Class,Corporate,United States,Los Angeles,California,90045,west,technology,Accessories,109.53,3,0.0,47.0979,0.43
Second Class,Corporate,United States,Los Angeles,California,90045,west,office supplies,Labels,9.82,2,0.0,4.8118,0.49
Second Class,Corporate,United States,Seattle,Washington,98105,west,office supplies,Binders,26.352,3,0.2,9.5526,0.36
Standard Class,Corporate,United States,Wilmington,Delaware,19805,east,office supplies,Labels,22.5,6,0.0,10.8,0.48
Standard Class,Corporate,United States,Wilmington,Delaware,19805,east,office supplies,Labels,9.96,2,0.0,4.5816,0.46
Standard Class,Corporate,United States,Wilmington,Delaware,19805,east,office supplies,Binders,213.08,7,0.0,102.2784,0.48
Standard Class,Corporate,United States,Wilmington,Delaware,19805,east,furniture,Bookcases,1025.88,6,0.0,235.9524,0.23
Second Class,Corporate,United States,Provo,Utah,84604,west,office supplies,Paper,21.98,7,0.0,9.891,0.45
Same Day,Corporate,United States,San Francisco,California,94110,west,furniture,Furnishings,63.2,5,0.0,23.384,0.37
Standard Class,Corporate,United States,Los Angeles,California,90004,west,office supplies,Appliances,39.0,12,0.0,11.31,0.29
Standard Class,Corporate,United States,Lancaster,Ohio,43130,east,office supplies,Binders,2.907,3,0.7,-2.0349,-0.7
Standard Class,Consumer,United States,Los Angeles,California,90004,west,furniture,Bookcases,556.665,5,0.15,6.549,0.01
First Class,Consumer,United States,Seattle,Washington,98103,west,technology,Accessories,71.98,2,0.0,15.1158,0.21
First Class,Consumer,United States,Seattle,Washington,98103,west,technology,Accessories,79.98,2,0.0,26.3934,0.33
Standard Class,Corporate,United States,New York City,New York,10024,east,office supplies,Binders,24.672,4,0.2,7.71,0.31
Standard Class,Corporate,United States,New York City,New York,10024,east,office supplies,Binders,3.744,1,0.2,1.3104,0.35
Standard Class,Consumer,United States,Los Angeles,California,90045,west,technology,Phones,445.96,5,0.2,55.745,0.12
Standard Class,Consumer,United States,Los Angeles,California,90045,west,technology,Accessories,36.24,1,0.0,15.2208,0.42
Standard Class,Consumer,United States,Los Angeles,California,90045,west,office supplies,Fasteners,10.65,3,0.0,5.0055,0.47
Standard Class,Corporate,United States,San Francisco,California,94109,west,office supplies,Paper,87.92,4,0.0,40.4432,0.46
Standard Class,Corporate,United States,San Francisco,California,94109,west,office supplies,Binders,22.424,1,0.2,8.409,0.38
Standard Class,Corporate,United States,San Francisco,California,94109,west,office supplies,Binders,90.48,3,0.2,33.93,0.38
Standard Class,Corporate,United States,San Francisco,California,94109,west,office supplies,Storage,42.76,1,0.0,11.1176,0.26
Standard Class,Consumer,United States,Clovis,New Mexico,88101,west,office supplies,Binders,10.08,7,0.2,3.528,0.35
Standard Class,Consumer,United States,Clovis,New Mexico,88101,west,technology,Accessories,101.34,3,0.0,8.1072,0.08
First Class,Consumer,United States,Wichita,Kansas,67212,central,technology,Phones,224.75,5,0.0,62.93,0.28
Standard Class,Consumer,United States,Chicago,Illinois,60653,central,office supplies,Appliances,73.176,6,0.8,-197.5752,-2.7
Standard Class,Consumer,United States,Chicago,Illinois,60653,central,office supplies,Paper,20.736,4,0.2,7.2576,0.35
Standard Class,Consumer,United States,Chicago,Illinois,60653,central,technology,Phones,39.984,2,0.2,-8.9964,-0.22
Second Class,Corporate,United States,Omaha,Nebraska,68104,central,office supplies,Binders,15.36,2,0.0,7.68,0.5
First Class,Consumer,United States,Houston,Texas,77041,central,office supplies,Paper,36.288,7,0.2,12.7008,0.35
First Class,Consumer,United States,Houston,Texas,77041,central,technology,Phones,150.384,2,0.2,15.0384,0.1
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,east,technology,Phones,280.782,3,0.4,-60.8361,-0.22
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,east,technology,Accessories,31.984,2,0.2,1.1994,0.04
Standard Class,Consumer,United States,Los Angeles,California,90045,west,office supplies,Binders,11.232,3,0.2,3.9312,0.35
Second Class,Corporate,United States,Richmond,Kentucky,40475,south,office supplies,Paper,26.4,5,0.0,11.88,0.45
Standard Class,Consumer,United States,Waterbury,Connecticut,6708,east,office supplies,Art,3.52,2,0.0,1.0208,0.29
First Class,Consumer,United States,Los Angeles,California,90045,west,technology,Accessories,1649.95,5,0.0,659.98,0.4
First Class,Consumer,United States,Los Angeles,California,90045,west,furniture,Furnishings,111.9,6,0.0,51.474,0.46
Same Day,Home Office,United States,Los Angeles,California,90036,west,furniture,Bookcases,599.165,5,0.15,35.245,0.06
First Class,Home Office,United States,San Francisco,California,94122,west,office supplies,Storage,46.53,3,0.0,12.0978,0.26
First Class,Consumer,United States,Saint Petersburg,Florida,33710,south,furniture,Furnishings,31.984,2,0.2,1.999,0.06
Standard Class,Home Office,United States,Lakewood,Ohio,44107,east,office supplies,Appliances,161.568,2,0.2,16.1568,0.1
Standard Class,Home Office,United States,Lakewood,Ohio,44107,east,office supplies,Paper,4.064,1,0.2,1.3716,0.34
Standard Class,Home Office,United States,Lakewood,Ohio,44107,east,office supplies,Binders,6.216,4,0.7,-4.9728,-0.8
Standard Class,Consumer,United States,Chandler,Arizona,85224,west,office supplies,Art,8.896,4,0.2,0.6672,0.08
Standard Class,Home Office,United States,Los Angeles,California,90008,west,office supplies,Appliances,1640.7,5,0.0,459.396,0.28
Standard Class,Home Office,United States,Los Angeles,California,90008,west,technology,Accessories,270.0,3,0.0,97.2,0.36
First Class,Corporate,United States,Palm Coast,Florida,32137,south,furniture,Furnishings,19.52,2,0.2,5.368,0.28
First Class,Corporate,United States,Palm Coast,Florida,32137,south,office supplies,Binders,9.81,5,0.7,-6.867,-0.7
First Class,Corporate,United States,Palm Coast,Florida,32137,south,furniture,Furnishings,213.216,3,0.2,15.9912,0.08
Standard Class,Consumer,United States,New York City,New York,10035,east,office supplies,Binders,588.784,2,0.2,183.995,0.31
Second Class,Consumer,United States,Jupiter,Florida,33458,south,office supplies,Art,2.064,1,0.2,0.1548,0.08
Standard Class,Consumer,United States,Glendale,Arizona,85301,west,office supplies,Paper,6.368,2,0.2,2.388,0.37
